timestamp_epoch	surf_min	surf_max	surf_humanRelation	swell_0_height	swell_0_period	swell_0_impact	swell_0_direction	swell_0_directionMin	swell_0_optimalScore	swell_1_height	swell_1_period	swell_1_impact	swell_1_direction	swell_1_directionMin	swell_1_optimalScore	swell_2_height	swell_2_period	swell_2_impact	swell_2_direction	swell_2_directionMin	swell_2_optimalScore	swell_3_height	swell_3_period	swell_3_impact	swell_3_direction	swell_3_directionMin	swell_3_optimalScore	swell_4_height	swell_4_period	swell_4_impact	swell_4_direction	swell_4_directionMin	swell_4_optimalScore	swell_5_height	swell_5_period	swell_5_impact	swell_5_direction	swell_5_directionMin	swell_5_optimalScore	timestamp_utc	rating
1680184800	0.0	0.6803140000000001	Shin to knee	2.42	7	0.06	69.55	60.71	0	0.57	13	0.14	79.86	74.75	0	0.31	2	0.0	318.91	309.71	0	0.37	6	0.28	152.11	146.45	0	0.23	7	0.18	123.74	119.36	0	0.38	13	0.34	122.42	119.02	0	2023-03-30 14:00:00	Y
1680188400	0.0	0.573752	Shin to knee	2.33	7	0.06	70.36	62.2	0	0.57	13	0.13	80.21	75.16	0	1.15	2	0.0	359.77	345.76	0	0.43	6	0.3	145.15	137.25	0	0.0	0	0.0	0.0	0.0	0	0.39	12	0.33	122.65	119.06	0	2023-03-30 15:00:00	Y
1680192000	0.0	0.5	Flat	0.0	0	0.0	0.0	0.0	0	0.6	13	0.12	79.48	74.22	0	0.0	0	0.0	0.0	0.0	0	0.44	6	0.27	145.27	137.47	0	2.75	7	0.0	55.7	40.77	0	0.39	12	0.29	122.4	118.78	0	2023-03-30 16:00:00	Y
1680195600	0.0	0.5	Flat	0.0	0	0.0	0.0	0.0	0	0.58	13	0.12	79.98	74.8	0	0.0	0	0.0	0.0	0.0	0	0.45	6	0.28	144.43	136.59	0	3.15	7	0.0	53.6	40.05	0	0.38	12	0.28	122.44	118.84	0	2023-03-30 17:00:00	Y
1680199200	0.0	0.4583316666666667	Flat	3.59	4	0.0	53.42	40.27	0	0.6	13	0.12	79.76	74.58	0	0.0	0	0.0	0.0	0.0	0	0.43	6	0.27	146.36	138.98	0	0.0	0	0.0	0.0	0.0	0	0.37	12	0.28	121.93	118.47	0	2023-03-30 18:00:00	Y
1680202800	0.0	0.44947333333333334	Flat	3.76	5	0.0	53.88	40.55	0	0.6	13	0.12	80.2	74.73	0	0.0	0	0.0	0.0	0.0	0	0.44	6	0.28	146.38	139.15	0	0.0	0	0.0	0.0	0.0	0	0.36	12	0.27	122.21	118.89	0	2023-03-30 19:00:00	Y
1680206400	0.0	0.440615	Flat	3.88	5	0.0	54.7	41.43	0	0.62	13	0.12	79.92	74.19	0	0.0	0	0.0	0.0	0.0	0	0.46	6	0.29	150.16	140.34	0	0.0	0	0.0	0.0	0.0	0	0.34	12	0.26	122.47	119.0	0	2023-03-30 20:00:00	Y
1680210000	0.0	0.4317566666666667	Flat	3.91	6	0.0	56.27	43.19	0	0.6	13	0.12	80.82	75.17	0	0.0	0	0.0	0.0	0.0	0	0.44	6	0.29	152.88	144.31	0	0.0	0	0.0	0.0	0.0	0	0.34	12	0.26	122.3	118.8	0	2023-03-30 21:00:00	Y
1680213600	0.0	0.4228983333333333	Flat	3.91	6	0.0	57.82	45.1	0	0.61	13	0.12	79.89	74.62	0	0.0	0	0.0	0.0	0.0	0	0.45	6	0.29	152.27	144.12	0	0.0	0	0.0	0.0	0.0	0	0.33	12	0.26	121.99	118.45	0	2023-03-30 22:00:00	Y
1680217200	0.0	0.41403999999999996	Flat	3.89	6	0.0	59.37	46.91	0	0.61	12	0.12	80.16	74.99	0	0.0	0	0.0	0.0	0.0	0	0.49	6	0.3	148.79	140.22	0	0.0	0	0.0	0.0	0.0	0	0.33	12	0.25	121.91	118.32	0	2023-03-30 23:00:00	Y
1680220800	0.0	0.43799166666666667	Flat	3.86	6	0.0	60.54	48.28	0	0.63	12	0.12	79.89	74.76	0	0.0	0	0.0	0.0	0.0	0	0.52	6	0.31	147.52	139.4	0	0.0	0	0.0	0.0	0.0	0	0.32	12	0.25	121.96	118.35	0	2023-03-31 00:00:00	Y
1680224400	0.0	0.42913333333333337	Flat	3.81	6	0.0	61.81	49.57	0	0.63	12	0.12	80.13	75.09	0	0.17	15	0.18	119.07	115.98	0	0.53	6	0.3	147.28	139.43	0	0.0	0	0.0	0.0	0.0	0	0.32	12	0.24	121.84	118.24	0	2023-03-31 01:00:00	Y
1680228000	0.0	0.453085	Flat	3.7	6	0.0	63.18	50.82	0	0.63	12	0.12	79.68	74.43	0	0.17	15	0.18	119.05	115.98	0	0.54	6	0.31	147.03	139.42	0	0.0	0	0.0	0.0	0.0	0	0.32	12	0.24	121.89	118.31	0	2023-03-31 02:00:00	Y
1680231600	0.0	0.44422666666666666	Flat	3.55	6	0.0	64.4	51.84	0	0.66	12	0.12	80.56	75.35	0	0.16	15	0.18	119.52	116.53	0	0.55	6	0.31	146.72	139.33	0	0.0	0	0.0	0.0	0.0	0	0.31	12	0.23	121.77	118.2	0	2023-03-31 03:00:00	Y
1680235200	0.0	0.43536833333333336	Flat	3.39	6	0.0	65.77	52.92	0	0.65	12	0.12	80.01	74.7	0	0.16	15	0.18	119.53	116.55	0	0.54	6	0.31	147.25	139.95	0	0.0	0	0.0	0.0	0.0	0	0.3	12	0.23	121.8	118.23	0	2023-03-31 04:00:00	Y
1680238800	-0.07655333333333336	0.4496891666666667	Flat	3.06	6	0.0	61.68	51.5	0	0.68	12	0.11	80.74	75.57	0	0.17	15	0.17	119.2	116.1	0	0.2	9	0.16	134.13	129.41	0	1.24	3	0.34	127.13	117.98	0	0.3	12	0.21	121.61	117.94	0	2023-03-31 05:00:00	Y
1680242400	-0.15310666666666672	0.3744483333333334	Flat	3.12	6	0.06	70.5	56.12	0	0.68	12	0.12	80.5	75.28	0	0.17	15	0.17	119.25	116.15	0	0.58	6	0.3	145.87	138.66	0	0.0	0	0.0	0.0	0.0	0	0.29	12	0.21	121.98	118.4	0	2023-03-31 06:00:00	Y
1680246000	-0.2296600000000001	0.29920750000000007	Flat	2.97	6	0.15	72.88	57.68	0	0.68	12	0.11	80.42	75.37	0	0.0	0	0.0	0.0	0.0	0	0.55	6	0.26	147.21	140.21	0	0.21	9	0.15	132.45	127.05	0	0.28	12	0.19	121.96	118.4	0	2023-03-31 07:00:00	Y
1680249600	-0.30621333333333334	0.25677666666666665	Flat	2.8	6	0.15	74.05	58.54	0	0.69	12	0.11	80.23	75.09	0	0.0	0	0.0	0.0	0.0	0	0.56	6	0.27	147.15	140.63	0	0.0	0	0.0	0.0	0.0	0	0.29	12	0.2	122.67	119.11	0	2023-03-31 08:00:00	Y
1680253200	-0.3827666666666667	0.14872583333333333	Flat	2.62	6	0.14	74.7	59.1	0	0.7	12	0.11	81.01	75.64	0	0.0	0	0.0	0.0	0.0	0	0.57	6	0.28	145.86	138.89	0	0.0	0	0.0	0.0	0.0	0	0.28	12	0.19	122.39	118.87	0	2023-03-31 09:00:00	Y
1680256800	-0.45932	0.17191500000000004	Flat	2.55	6	0.21	79.62	62.19	0	0.71	13	0.1	80.71	75.31	0	0.0	0	0.0	0.0	0.0	0	0.56	6	0.25	146.45	140.25	0	0.0	0	0.0	0.0	0.0	0	0.29	12	0.19	122.63	119.2	0	2023-03-31 10:00:00	Y
1680260400	-0.5358733333333334	0.2935241666666667	Flat	0.42	16	0.09	80.12	75.61	0	0.56	13	0.1	81.28	75.57	0	1.67	3	0.47	139.58	126.44	0	0.0	0	0.0	0.0	0.0	0	2.04	7	0.0	64.0	55.46	0	0.29	12	0.21	122.59	119.21	0	2023-03-31 11:00:00	Y
1680264000	-0.5796166666666667	0.41513333333333335	Flat	0.4	16	0.08	80.19	75.41	0	0.58	13	0.09	80.79	75.1	0	2.02	3	0.51	141.52	126.66	0	0.0	0	0.0	0.0	0.0	0	1.88	7	0.0	63.45	55.43	0	0.3	12	0.19	122.62	119.29	0	2023-03-31 12:00:00	Y
1680267600	-0.45932000000000006	0.5695525000000001	Shin to knee	0.41	16	0.07	80.24	75.67	0	0.58	13	0.08	81.01	75.37	0	2.31	4	0.56	147.69	131.82	0	0.0	0	0.0	0.0	0.0	0	1.77	7	0.0	63.94	56.1	0	0.32	12	0.17	122.36	119.21	0	2023-03-31 13:00:00	Y
1680271200	-0.2406033333333334	0.7567816666666667	Shin to knee	0.42	16	0.07	80.32	75.57	0	0.58	13	0.07	81.16	75.48	0	2.61	4	0.59	156.26	140.57	0	0.0	0	0.0	0.0	0.0	0	1.72	7	0.0	65.45	57.59	0	0.32	12	0.16	122.42	119.29	0	2023-03-31 14:00:00	Y
1680274800	-0.12030666666666667	0.9112008333333333	Shin to knee	0.42	16	0.06	80.05	75.6	0	0.58	13	0.07	81.37	75.53	0	2.9	4	0.62	159.54	142.8	0	0.18	9	0.1	134.57	130.82	0	1.55	7	0.0	63.66	56.45	0	0.33	12	0.15	122.39	119.3	0	2023-03-31 15:00:00	Y
1680278400	0.0	1.0	Shin to knee	0.42	16	0.06	79.79	75.33	0	0.58	13	0.06	81.47	75.65	0	3.1	4	0.63	164.87	148.15	0	0.2	9	0.1	134.57	129.55	0	1.48	7	0.0	64.11	56.92	0	0.35	12	0.15	122.43	119.36	0	2023-03-31 16:00:00	Y
1680282000	0.21041166666666677	1.243221666666667	Knee to thigh	0.71	16	0.08	80.84	75.69	0	0.0	0	0.0	0.0	0.0	0	3.35	4	0.61	170.07	153.83	0	0.2	9	0.09	134.46	129.45	0	1.43	7	0.0	65.21	57.88	0	0.37	12	0.14	121.81	118.59	0	2023-03-31 17:00:00	Y
1680285600	0.5520533333333334	1.5520533333333333	Knee to thigh	0.71	16	0.07	80.62	75.36	0	0.0	0	0.0	0.0	0.0	0	3.79	5	0.64	173.31	157.71	0	0.0	0	0.0	0.0	0.0	0	1.35	7	0.0	65.63	58.31	0	0.4	12	0.14	121.41	118.12	0	2023-03-31 18:00:00	Y
1680289200	0.7296549999999999	1.7624650000000002	Knee to thigh	0.68	15	0.06	80.11	75.12	0	0.0	0	0.0	0.0	0.0	0	4.06	5	0.65	177.55	161.75	0	0.21	9	0.08	130.56	125.46	0	1.28	7	0.0	66.41	59.01	0	0.39	12	0.13	121.49	118.3	0	2023-03-31 19:00:00	Y
1680292800	0.7432166666666666	1.7760266666666666	Knee to thigh	0.71	15	0.06	80.44	75.17	0	0.0	0	0.0	0.0	0.0	0	4.17	5	0.66	180.63	164.35	0	0.19	9	0.08	134.12	130.43	0	1.19	7	0.0	66.44	59.1	0	0.42	13	0.13	121.2	117.98	0	2023-03-31 20:00:00	Y
1680296400	0.8223983333333333	1.8552083333333333	Knee to thigh	0.67	15	0.06	80.3	75.37	0	0.0	0	0.0	0.0	0.0	0	4.31	5	0.67	181.74	165.37	0	0.19	9	0.08	133.98	130.29	0	1.13	7	0.0	67.16	59.6	0	0.43	13	0.13	121.12	117.93	0	2023-03-31 21:00:00	Y
1680300000	1.0	2.0	Knee to thigh	0.67	15	0.06	79.86	74.82	0	0.0	0	0.0	0.0	0.0	0	4.55	5	0.67	182.3	166.27	0	0.23	9	0.08	134.79	131.36	0	1.07	7	0.0	66.9	59.85	0	0.47	13	0.13	120.27	116.48	0	2023-03-31 22:00:00	N
1680303600	1.1311291666666667	2.202871666666667	Thigh to waist	0.66	15	0.05	80.09	75.19	0	0.0	0	0.0	0.0	0.0	0	4.84	5	0.68	183.46	167.4	0	0.21	9	0.07	132.24	128.19	0	1.0	7	0.0	66.88	59.92	0	0.48	13	0.13	119.98	116.24	0	2023-03-31 23:00:00	N
1680307200	1.2622483333333334	2.3729233333333335	Thigh to waist	0.66	14	0.05	79.56	74.64	0	0.0	0	0.0	0.0	0.0	0	5.14	5	0.69	185.2	169.29	0	0.17	9	0.06	135.53	132.95	0	0.97	7	0.01	68.24	61.15	0	0.49	13	0.13	120.01	116.12	0	2023-04-01 00:00:00	N
1680310800	1.4917975	2.6085949999999998	Thigh to waist	0.65	14	0.05	80.21	75.25	0	0.0	0	0.0	0.0	0.0	0	5.47	6	0.7	187.4	171.4	0	0.0	0	0.0	0.0	0.0	0	0.9	7	0.01	67.94	61.04	0	0.49	13	0.12	120.42	116.9	0	2023-04-01 01:00:00	N
1680314400	1.2948366666666669	2.4833766666666666	Thigh to waist	0.65	14	0.05	79.73	74.61	0	0.0	0	0.0	0.0	0.0	0	5.94	6	0.72	189.66	173.89	0	0.0	0	0.0	0.0	0.0	0	0.85	7	0.01	68.75	61.82	0	0.5	13	0.12	120.43	116.9	0	2023-04-01 02:00:00	N
1680318000	2.0821358333333335	3.2767983333333333	Thigh to stomach	0.63	14	0.04	80.11	75.29	0	0.0	0	0.0	0.0	0.0	0	6.34	6	0.73	192.53	176.85	0	0.0	0	0.0	0.0	0.0	0	0.79	7	0.01	68.8	62.05	0	0.5	13	0.12	120.38	116.84	0	2023-04-01 03:00:00	N
1680321600	1.3930450000000003	2.62664	Thigh to waist	0.63	14	0.04	79.98	75.02	0	0.0	0	0.0	0.0	0.0	0	6.92	6	0.74	195.04	179.81	0	0.0	0	0.0	0.0	0.0	0	0.73	7	0.01	69.52	62.78	0	0.5	13	0.11	120.89	117.62	0	2023-04-01 04:00:00	N
1680325200	1.7538241666666667	3.0591716666666664	Thigh to stomach	0.6	14	0.04	80.23	75.42	0	0.0	0	0.0	0.0	0.0	0	7.35	7	0.76	196.45	181.58	2	0.0	0	0.0	0.0	0.0	0	0.69	7	0.01	70.71	64.03	0	0.5	13	0.1	120.73	117.42	0	2023-04-01 05:00:00	N
1680328800	2.0818033333333332	3.426073333333333	Thigh to stomach	0.62	14	0.04	79.6	74.63	0	0.0	0	0.0	0.0	0.0	0	7.68	7	0.77	197.79	183.21	2	0.0	0	0.0	0.0	0.0	0	0.62	8	0.01	71.36	64.75	0	0.5	11	0.1	120.45	116.92	0	2023-04-01 06:00:00	N
1680332400	2.4753925	3.825785	Waist to chest	0.6	14	0.04	80.1	75.14	0	0.3	13	0.07	119.2	115.79	0	8.06	7	0.77	198.83	184.59	2	0.0	0	0.0	0.0	0.0	0	0.56	8	0.0	71.74	65.37	0	0.4	11	0.08	121.85	118.62	0	2023-04-01 07:00:00	N
1680336000	2.8033716666666666	4.225506666666666	Waist to shoulder	0.59	14	0.03	79.6	74.64	0	0.29	13	0.07	119.19	115.78	0	8.3	7	0.77	199.62	185.66	2	0.0	0	0.0	0.0	0.0	0	0.52	8	0.0	72.32	66.16	0	0.42	11	0.08	120.92	117.11	0	2023-04-01 08:00:00	N
1680339600	2.9344908333333333	4.362758333333333	Waist to shoulder	0.56	14	0.03	79.77	74.9	0	0.0	0	0.0	0.0	0.0	0	8.32	7	0.78	200.07	186.23	2	0.0	0	0.0	0.0	0.0	0	0.48	8	0.01	73.2	67.15	0	0.51	11	0.09	119.91	115.76	0	2023-04-01 09:00:00	N
1680343200	3.0	4.5	Waist to shoulder	0.56	14	0.03	80.01	75.03	0	0.0	0	0.0	0.0	0.0	0	8.37	7	0.78	201.11	187.25	2	0.0	0	0.0	0.0	0.0	0	0.44	8	0.01	73.4	67.38	0	0.49	11	0.09	120.76	117.2	0	2023-04-01 10:00:00	N
1680346800	3.0901199999999998	4.646111666666666	Waist to head	0.54	14	0.03	80.14	75.18	0	0.2	13	0.05	122.43	119.99	0	8.58	7	0.78	201.91	188.06	2	0.0	0	0.0	0.0	0.0	0	0.41	8	0.01	74.07	68.1	0	0.44	11	0.08	120.41	116.67	0	2023-04-01 11:00:00	N
1680350400	3.24585	4.923453333333333	Waist to head	0.51	14	0.03	79.61	74.78	0	0.0	0	0.0	0.0	0.0	0	8.92	7	0.79	202.38	188.64	2	0.0	0	0.0	0.0	0.0	0	0.39	8	0.01	74.19	68.44	0	0.49	11	0.08	120.29	116.32	0	2023-04-01 12:00:00	N
1680354000	3.43438	5.200794999999999	Chest to overhead	0.5	14	0.03	79.74	74.94	0	0.0	0	0.0	0.0	0.0	0	9.32	7	0.8	201.96	188.34	2	0.0	0	0.0	0.0	0.0	0	0.36	8	0.01	74.73	69.03	0	0.48	11	0.08	120.36	116.38	0	2023-04-01 13:00:00	N
1680357600	3.59012	5.412516666666667	Chest to overhead	0.54	14	0.03	78.22	72.98	0	0.0	0	0.0	0.0	0.0	0	9.59	7	0.78	201.74	188.12	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.51	11	0.07	114.84	106.65	0	2023-04-01 14:00:00	N
1680361200	3.61461	5.558618333333333	Chest to overhead	0.53	14	0.03	78.43	73.37	0	0.0	0	0.0	0.0	0.0	0	9.73	8	0.79	201.55	187.89	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.51	11	0.07	115.19	107.35	0	2023-04-01 15:00:00	N
1680364800	4.0	6.0	Chest to overhead	0.52	14	0.03	78.46	73.3	0	0.0	0	0.0	0.0	0.0	0	10.14	8	0.79	202.51	188.83	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.49	11	0.07	116.05	108.67	0	2023-04-01 16:00:00	N
1680368400	4.257001666666667	6.373145	Chest to 1ft overhead	0.48	14	0.02	79.01	73.87	0	0.0	0	0.0	0.0	0.0	0	10.61	8	0.8	203.18	189.49	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.51	11	0.07	113.63	104.98	0	2023-04-01 17:00:00	N
1680372000	4.415573333333333	6.61505	Head to 2ft overhead	0.47	14	0.02	79.14	74.02	0	0.0	0	0.0	0.0	0.0	0	10.93	8	0.8	203.83	190.06	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.52	11	0.07	114.73	106.16	0	2023-04-01 18:00:00	N
1680375600	4.311685	6.561685000000001	Head to 2ft overhead	0.46	14	0.02	79.38	74.26	0	0.0	0	0.0	0.0	0.0	0	10.84	8	0.8	204.94	190.75	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.49	11	0.07	116.13	108.15	0	2023-04-01 19:00:00	N
1680379200	4.371826666666667	6.73797	Head to 2ft overhead	0.46	14	0.02	79.21	74.17	0	0.0	0	0.0	0.0	0.0	0	11.04	8	0.8	205.9	191.7	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.51	11	0.07	116.46	108.55	0	2023-04-01 20:00:00	N
1680382800	4.366358333333333	6.783024999999999	Head to 2ft overhead	0.45	14	0.02	79.59	74.65	0	0.0	0	0.0	0.0	0.0	0	11.08	8	0.8	207.04	192.7	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.48	11	0.07	117.53	110.04	0	2023-04-01 21:00:00	N
1680386400	4.0	6.5	Chest to 1ft overhead	0.45	14	0.02	79.34	74.32	0	0.0	0	0.0	0.0	0.0	0	10.65	8	0.79	209.05	194.1	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.47	11	0.07	118.03	110.95	0	2023-04-01 22:00:00	N
1680390000	4.002841666666667	6.4167741666666664	Chest to 1ft overhead	0.44	14	0.02	79.69	74.74	0	0.0	0	0.0	0.0	0.0	0	10.74	8	0.8	211.03	195.91	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.46	11	0.07	118.62	111.89	0	2023-04-01 23:00:00	N
1680393600	3.8744533333333337	6.235128333333334	Chest to 1ft overhead	0.44	14	0.02	79.44	74.42	0	0.0	0	0.0	0.0	0.0	0	10.52	8	0.79	211.3	195.98	1	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.46	11	0.07	118.95	112.56	0	2023-04-02 00:00:00	N
1680397200	3.713255	5.9550525	Chest to overhead	0.43	16	0.02	79.8	74.86	0	0.0	0	0.0	0.0	0.0	0	10.11	8	0.79	210.77	195.24	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.45	11	0.07	119.48	113.35	0	2023-04-02 01:00:00	N
1680400800	3.650476666666667	5.839016666666667	Chest to overhead	0.42	16	0.02	79.53	74.51	0	0.0	0	0.0	0.0	0.0	0	9.89	8	0.79	210.15	194.68	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.44	11	0.07	120.78	115.27	0	2023-04-02 02:00:00	N
1680404400	3.4236683333333335	5.526140833333334	Chest to overhead	0.41	16	0.03	79.99	74.98	0	0.0	0	0.0	0.0	0.0	0	9.47	8	0.79	210.46	194.45	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.41	11	0.07	119.41	114.36	0	2023-04-02 03:00:00	N
1680408000	3.19685	5.180445000000001	Chest to overhead	0.41	16	0.03	79.64	74.55	0	0.0	0	0.0	0.0	0.0	0	9.09	8	0.78	211.76	195.21	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.43	11	0.07	121.36	116.4	0	2023-04-02 04:00:00	N
1680411600	2.904421666666667	4.801949166666667	Waist to head	0.4	16	0.03	80.01	74.97	0	0.0	0	0.0	0.0	0.0	0	8.68	8	0.77	213.89	196.42	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.42	11	0.08	121.3	116.52	0	2023-04-02 05:00:00	N
1680415200	2.6776033333333333	4.489063333333333	Waist to shoulder	0.4	16	0.03	79.72	74.58	0	7.07	8	0.75	199.68	187.17	2	0.0	0	0.0	0.0	0.0	0	4.01	5	0.06	274.97	263.63	0	0.0	0	0.0	0.0	0.0	0	0.41	11	0.08	121.11	116.34	0	2023-04-02 06:00:00	N
1680418800	2.3195550000000003	4.0449475	Waist to shoulder	0.39	16	0.03	80.12	75.0	0	6.99	8	0.8	207.39	191.07	2	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	2.67	5	0.0	312.39	301.55	0	0.35	11	0.08	120.73	115.87	0	2023-04-02 07:00:00	N
1680422400	2.0599266666666667	3.6992516666666666	Waist to chest	0.39	16	0.03	79.83	74.58	0	6.42	8	0.78	206.46	189.89	2	2.98	4	0.0	325.55	313.19	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.37	11	0.08	120.65	116.22	0	2023-04-02 08:00:00	N
1680426000	1.8331083333333333	3.386375833333333	Thigh to stomach	0.39	16	0.03	80.49	75.16	0	5.74	8	0.77	202.6	187.46	2	3.58	4	0.0	325.35	310.78	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.36	11	0.09	121.26	117.6	0	2023-04-02 09:00:00	N
1680429600	2.0	3.5	Thigh to stomach	0.39	15	0.03	80.27	74.78	0	5.13	8	0.76	198.21	184.93	1	4.04	5	0.0	323.74	306.66	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.37	11	0.09	120.47	116.47	0	2023-04-02 10:00:00	N
1680433200	1.9507866666666667	3.3401116666666666	Thigh to stomach	0.38	15	0.03	80.76	75.23	0	4.69	8	0.75	196.36	183.66	1	4.16	5	0.0	327.07	309.01	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.38	11	0.1	121.61	117.55	0	2023-04-02 11:00:00	N
1680436800	1.9015733333333333	3.245843333333333	Thigh to stomach	0.38	15	0.04	80.69	74.94	0	4.36	8	0.74	195.77	183.06	1	4.16	5	0.0	331.99	313.74	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.36	11	0.1	120.56	116.72	0	2023-04-02 12:00:00	N
1680440400	1.88517	3.1515750000000002	Thigh to stomach	0.38	15	0.04	81.35	75.51	0	4.04	8	0.73	194.9	182.18	1	4.17	5	0.0	336.55	318.32	0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.35	11	0.1	120.96	117.68	0	2023-04-02 13:00:00	N
